1.65,4,6,1.7,3.6,5.75,1.7,3.6,4.7,1.66,3.75,5,1.64,4.13,5.98,1.67,3.4,6,1.65,4,6
2.5,3.25,3.2,2.55,3.2,2.95,2.3,3.3,2.9,2.4,3.2,3.2,2.48,3.18,3.31,2.5,3.2,2.8,2.5,3.1,3.3
5,4,1.75,4.4,3.75,1.83,4.9,3.7,1.65,4.5,3.6,1.8,4.95,3.93,1.79,4.5,3.5,1.8,5,3.9,1.75
1.45,4.75,8,1.48,4.25,7.75,1.45,4,7,1.44,4.33,7.5,1.49,4.64,7.5,1.5,4,7,1.5,4.4,7.5
1.85,4,4.33,1.87,3.9,4,1.85,3.45,4,1.85,3.75,4.2,1.83,4.05,4.43,1.85,3.4,4.33,1.85,4,4.3
6,4.2,1.62,5.75,4,1.62,5.6,3.9,1.55,5.5,4,1.61,6.11,4.18,1.62,6.5,3.4,1.62,6.25,4,1.62
3.75,3.3,2.2,3.5,3.3,2.2,3.6,3.3,2,3.5,3.4,2.2,3.79,3.33,2.19,3.6,2.88,2.25,3.7,3.4,2.15
1.18,8,18,1.18,6.5,14.5,1.2,5.8,13,1.18,7.5,17,1.2,7.8,17.95,1.2,5.5,21,1.2,7,20
1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5,1.75,3.6,5,1.74,3.78,5.58,1.75,3.2,5.5,1.75,3.6,5.75
2.4,3.25,3.3,2.45,3.2,2.85,2.5,3.3,2.65,2.5,3.25,3,2.43,3.23,3.35,2.5,2.9,3.1,2.45,3.12,3.4
1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2,1.85,3.6,4.5,1.88,3.66,4.67,1.91,3.1,4.5,1.91,3.6,4.5
2.8,3.4,2.7,2.6,3.2,2.7,2.5,3.3,2.65,2.75,3.25,2.75,2.8,3.43,2.69,2.9,2.8,2.75,2.8,3.3,2.75
2.3,3.3,3.5,2.35,3.1,3.1,2.1,3.3,3.3,2.25,3.2,3.6,2.33,3.16,3.63,2.38,2.88,3.4,2.3,3.1,3.7
4.75,3.75,1.83,4.33,3.4,1.83,4.5,3.5,1.75,4.5,3.75,1.83,4.54,3.8,1.87,4.8,3,1.91,4.6,3.75,1.85
2.7,3.5,2.7,2.7,3.2,2.7,2.6,3.2,2.6,2.7,3.4,2.7,2.69,3.48,2.77,2.7,3,2.8,2.7,3.5,2.7
3,3.4,2.5,2.85,3.5,2.5,2.75,3.3,2.4,2.87,3.5,2.5,3.03,3.48,2.48,3,3,2.5,2.9,3.5,2.5
1.3,5.75,12,1.3,5,9.5,1.3,5,9,1.28,5.5,12,1.32,5.62,12.04,1.3,5,11,1.3,5.5,12
2.25,3.3,3.6,2.25,3.2,3.2,2,3.3,3.6,2.1,3.3,3.8,2.23,3.35,3.66,2.25,3.1,3.4,2.25,3.2,3.7
1.3,6,11,1.3,5.5,11,1.27,5.2,10,1.3,5.5,11,1.3,5.92,11.85,1.3,5,11,1.3,6,11.5
1.8,3.75,5,1.83,3.3,4.5,1.9,3.45,3.8,1.83,3.6,4.5,1.79,3.78,5.06,1.83,3.2,5,1.83,3.6,5
2.1,3.4,4,2.15,3.4,3.25,2,3.3,3.6,2.05,3.3,4,2.1,3.35,4.07,2.15,3.1,3.6,2.15,3.25,4
3.6,3.5,2.15,3.4,3.2,2.15,3.6,3.3,2,3.6,3.5,2.1,3.71,3.5,2.15,3.4,3.3,2.15,3.75,3.4,2.15
3.5,3.5,2.2,3.3,3.2,2.2,3.2,3.2,2.2,3.6,3.4,2.1,3.57,3.48,2.21,3.4,3.2,2.2,3.6,3.5,2.15
1.29,6.25,12,1.33,5,11.5,1.27,5.2,10,1.3,5.5,11,1.27,6.33,13.29,1.3,5,11,1.29,5.75,13
2.15,3.4,3.75,2.25,3.3,3.4,2.3,3.3,2.9,2.15,3.3,3.6,2.15,3.33,3.91,2.2,3.1,3.5,2.15,3.3,3.9
4.75,3.6,1.85,4.2,3.4,1.85,4,3.45,1.85,4.5,3.75,1.8,4.71,3.63,1.88,4.5,3.4,1.83,4.6,3.7,1.87
2.5,3.3,3.1,2.6,3.25,2.9,2.6,3.1,2.7,2.55,3.2,2.9,2.49,3.36,3.12,2.5,3.2,2.8,2.55,3.2,3.12
2.2,3.3,3.75,2.25,3.25,3.5,2.15,3.3,3.2,2.15,3.4,3.6,2.14,3.4,3.86,2.2,3.2,3.4,2.2,3.3,3.75
2.8,3.25,2.8,2.8,3.1,2.8,2.6,3.1,2.7,2.7,3.2,2.8,,,,2.7,3,2.8,2.88,3.1,2.8
2.5,3.3,3.1,2.6,3.25,2.9,2.4,3.3,2.75,2.37,3.4,3,2.46,3.34,3.18,2.5,3.25,2.8,2.5,3.3,3.1
4.5,3.8,1.85,4.25,3.8,1.85,4.3,3.6,1.75,4.33,3.8,1.8,4.56,3.89,1.84,4.5,3.3,1.85,4.4,3.9,1.85
1.4,5,9,1.42,4.1,8.25,1.45,4,7,1.44,4.5,7,1.39,5.09,9.52,1.4,4.5,8,1.4,5,9.5
5.5,4.2,1.67,4.75,3.8,1.67,5.6,3.9,1.55,5,4,1.66,5.64,4.23,1.65,5.5,3.5,1.67,5.75,4,1.67
2.38,3.5,3.1,2.4,3.4,3,2.4,3.3,2.75,2.37,3.4,3,2.39,3.56,3.12,2.4,3.1,3.1,2.5,3.5,3.1
1.53,4.33,7,1.53,4,6,1.5,4,6.1,1.53,4.33,6,1.53,4.39,7.25,1.53,3.75,7,1.53,4.33,7
1.75,3.9,5,1.8,3.6,4.75,1.8,3.5,4.2,1.8,3.8,4.5,1.8,3.86,4.87,1.8,3.5,4.5,1.8,3.9,4.8
1.22,7,16,1.25,5.5,11,1.25,5.5,10.3,1.22,6.5,16,1.22,7.05,16.5,1.25,5.5,12,1.22,7,17
2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.2,2.75,2.5,3.4,2.87,2.64,3.37,2.9,2.7,3.1,2.7,2.6,3.4,2.9
6.5,4.2,1.57,5.75,3.8,1.57,5.5,3.8,1.57,6,4.2,1.57,6.79,4.32,1.56,6.5,3.6,1.57,6.5,4.2,1.57
1.91,3.75,4.33,1.95,3.6,4,1.8,3.5,4.2,1.85,3.8,4.2,1.96,3.81,4.04,1.91,3.4,4,1.92,3.8,4.1
1.4,5.5,8,1.4,4.6,7.25,1.35,4.8,7.6,1.36,5.2,8,1.39,5.44,8.41,1.4,4.5,8,1.4,5.4,8
1.44,4.6,8.5,1.45,4.2,7,1.5,4,6.1,1.47,4.33,7,1.47,4.63,8.14,1.44,4,8,1.45,4.6,8.5
2.9,3.3,2.63,2.8,3.2,2.7,2.6,3.1,2.7,2.6,3.25,2.75,2.96,3.23,2.69,2.7,3.1,2.7,3,3.1,2.7
2,3.5,4.2,2,3.4,4,1.9,3.45,3.8,2,3.4,4,2.01,3.46,4.29,2,3.2,4,2,3.4,4.33
2.15,3.4,3.8,2.15,3.3,3.7,2.1,3.2,3.4,2.15,3.3,3.6,2.13,3.42,3.86,2.15,3.2,3.5,2.15,3.3,3.9
7.5,4.5,1.5,6.75,4.2,1.53,5.6,3.9,1.55,6.5,4.33,1.5,8.05,4.57,1.48,7,3.75,1.53,8,4.5,1.5
2.1,3.5,3.8,2.1,3.2,3.6,2.2,3.3,3.1,2.05,3.4,4,2.12,3.44,3.89,2.1,3.1,3.8,2.1,3.4,3.9
1.8,3.75,5,1.8,3.4,4.5,1.75,3.5,4.5,1.8,3.6,5,1.79,3.72,5.16,1.8,3.25,5,1.8,3.7,5
1.44,5,7.5,1.44,4.33,7,1.45,4,7,1.45,4.75,7,1.46,4.78,7.95,1.44,4.33,7,1.45,4.8,8
2.55,3.25,3.1,2.6,3,2.85,2.4,3.15,2.9,2.45,3.2,3.1,2.55,3.23,3.14,2.6,3,2.9,2.55,3.12,3.2
1.91,3.7,4.33,1.91,3.4,4,1.75,3.5,4.5,1.9,3.5,4.33,1.92,3.65,4.44,1.91,3.3,4.2,1.92,3.6,4.4
1.67,4.2,5.25,1.72,3.75,5.25,1.67,3.6,5,1.66,4,5,1.67,4.1,5.64,1.67,3.6,5.5,1.67,4.1,5.5
1.67,4.2,5.25,1.67,4,5.25,1.7,3.6,4.7,1.66,4,5.25,1.66,4.19,5.62,1.67,3.6,5.5,1.67,4.2,5.4
2.2,3.5,3.5,2.2,3.5,3.3,2.1,3.3,3.3,2.1,3.4,3.6,2.16,3.45,3.73,2.25,3.1,3.4,2.2,3.5,3.5
1.91,3.6,4.5,1.95,3.4,4.25,1.9,3.45,3.8,1.9,3.5,4.33,1.91,3.61,4.56,1.95,3.3,4,1.95,3.5,4.4
1.4,5,9,1.44,4.33,7,1.35,4.8,7.6,1.44,4.5,8,1.44,4.87,8.39,1.44,4,8,1.4,5,8.5
2.8,3.4,2.7,2.8,3.2,2.7,2.6,3.2,2.6,2.75,3.3,2.75,2.83,3.37,2.7,2.8,3,2.7,2.88,3.3,2.7
8.5,4.75,1.44,7,4.25,1.44,7.3,4.4,1.4,8.5,4.75,1.4,8.5,4.68,1.45,8,4,1.44,8.5,4.6,1.45
1.6,4,6.5,1.62,3.7,5.5,1.65,3.6,5.1,1.61,4,5.5,1.56,4.29,6.76,1.62,3.6,6,1.62,4,6.5
1.45,4.75,8,1.5,4.33,7,1.45,4,7,1.5,4.5,6.5,1.47,4.79,7.77,1.5,4,7,1.5,4.6,7
2.25,3.6,3.3,2.2,3.3,3.25,2.1,3.3,3.3,2.15,3.4,3.5,2.25,3.59,3.31,2.2,3.1,3.5,2.25,3.6,3.3
1.57,4,7,1.62,3.75,5.25,1.65,3.6,5.1,1.61,3.8,6,1.59,4.12,6.79,1.62,3.4,6.5,1.62,4,6.5
6,4.2,1.6,5.75,4,1.62,5.1,3.6,1.65,5.5,4,1.61,6.52,4.3,1.58,6,3.6,1.62,6.25,4.2,1.6
2.5,3.3,3.1,2.5,3.25,3,2.4,3.2,2.85,2.37,3.3,3.1,2.55,3.31,3.07,2.5,3,3,2.55,3.3,3
5,4,1.75,4.5,4.1,1.75,4.7,3.6,1.7,5,4,1.7,5.05,3.97,1.75,5,3.4,1.75,5,3.9,1.75
1.44,4.75,8,1.45,4.25,7,1.4,4.6,6.8,1.44,4.5,7.5,1.44,4.84,8.29,1.4,4.5,7,1.45,4.75,8
1.65,4,6,1.65,3.75,6,1.6,3.8,5.2,1.6,3.8,6,1.65,4.1,5.94,1.6,3.6,5.5,1.62,4,6.5
5.5,3.8,1.73,5.25,3.7,1.72,4.9,3.7,1.65,5,3.75,1.7,5.21,3.95,1.74,4.8,3.75,1.65,5.4,3.8,1.73
1.95,3.7,4.2,1.95,3.6,4,1.85,3.45,4,1.95,3.5,4,1.92,3.72,4.37,1.95,3.5,3.6,1.91,3.7,4.33
1.91,3.6,4.5,1.91,3.4,4,1.9,3.45,3.8,1.9,3.4,4,1.89,3.62,4.65,1.85,3.3,4.2,1.87,3.6,4.75
6.5,4.5,1.55,6,4.2,1.57,5.6,3.9,1.55,5.5,4.33,1.55,6.66,4.71,1.52,5.5,4,1.55,6.5,4.5,1.53
4.75,3.75,1.83,4.6,3.6,1.85,4.2,3.5,1.8,4.33,3.6,1.83,4.49,3.81,1.87,4.33,3.6,1.75,4.6,3.75,1.85
2.88,3.6,2.5,2.75,3.5,2.55,2.6,3.2,2.6,2.8,3.4,2.4,2.92,3.5,2.55,2.88,3.3,2.4,2.9,3.5,2.5
1.75,3.9,5,1.8,3.75,4.6,1.7,3.6,4.7,1.7,3.8,5,1.76,3.93,5.03,1.7,3.75,4.4,1.75,3.9,5
2.38,3.25,3.4,2.4,3.3,3.1,2.3,3.3,2.9,2.4,3.2,3,2.33,3.32,3.45,2.3,3.1,3.1,2.38,3.25,3.4
1.25,6.5,14,1.28,5.5,9.5,1.3,5,9,1.25,6,13,1.28,6.21,13.23,1.29,5,12,1.29,6,12
1.17,8.5,21,1.18,6.25,15,1.17,6.5,14,1.18,7.5,19,1.19,7.8,19.99,1.17,6.5,19,1.18,8,19
1.75,3.8,5.25,1.75,3.6,4.5,1.72,3.6,4.6,1.75,3.8,5,1.74,3.85,5.39,1.75,3.25,5.5,1.73,3.8,5.4
3.8,3.6,2.05,3.6,3.3,2.05,3.3,3.3,2.1,3.8,3.5,2.05,4.01,3.61,2.03,3.75,3.1,2.1,4.1,3.6,2
2.3,3.5,3.3,2.3,3.3,3,2.2,3.3,3.1,2.25,3.4,3.4,2.35,3.46,3.27,2.38,3.2,3.1,2.38,3.5,3.2
3.8,3.75,2,3.75,3.5,2.05,3.6,3.3,2,3.75,3.6,2.05,3.77,3.74,2.05,3.8,3.2,2.05,3.8,3.6,2.05
2.38,3.4,3.25,2.4,3.2,2.95,2.25,3.2,3.1,2.4,3.4,3.1,2.42,3.37,3.22,2.4,3.1,3.1,2.4,3.4,3.2
3.75,3.6,2.1,3.6,3.5,2.1,3.3,3.3,2.1,3.6,3.5,2.1,3.89,3.53,2.08,3.8,3.1,2.1,3.9,3.4,2.1
1.91,3.75,4.33,1.91,3.75,4,1.9,3.3,4,1.95,3.75,3.8,1.9,3.81,4.33,1.91,3.3,4.2,1.95,3.8,4
2.1,3.5,3.8,2.1,3.4,3.7,2.1,3.3,3.3,2.15,3.4,3.6,2.08,3.48,3.96,2.15,3.1,3.6,2.1,3.4,4
2.5,3.4,3,2.5,3.2,2.8,2.6,3.2,2.6,2.5,3.3,2.9,2.52,3.36,3.07,2.6,3,2.9,2.6,3.25,3
3.4,3.4,2.3,3.1,3.25,2.3,3.2,3.2,2.2,3.25,3.4,2.3,3.36,3.46,2.31,3.4,3,2.3,3.3,3.5,2.3
1.3,6,11,1.32,5.5,7.6,1.35,4.8,7.6,1.33,5.5,9.5,1.3,5.87,12,1.33,4.8,10,1.3,6,11.5
7,4.75,1.5,6,4.2,1.5,7,4,1.45,6,4.33,1.53,7.14,4.73,1.5,7,4,1.5,7,4.6,1.5
1.44,4.75,8,1.44,4.5,6.5,1.5,4,6.1,1.44,4.5,7.5,1.44,4.83,8.54,1.44,4,8,1.4,4.75,9
1.75,3.75,5.5,1.75,3.6,4.6,1.75,3.5,4.5,1.75,3.6,5,1.75,3.73,5.52,1.75,3.4,5,1.75,3.75,5.4
4,3.5,2.05,3.6,3.3,2.05,3.6,3.3,2,3.6,3.5,2.05,4.07,3.48,2.05,3.8,3.2,2.05,4,3.5,2.05
3.75,3.5,2.1,3.3,3.3,2.15,3.3,3.3,2.1,3.6,3.5,2.05,3.59,3.5,2.19,3.5,3.1,2.2,3.6,3.4,2.2
1.7,4,5.5,1.7,3.6,5,1.6,3.7,5.4,1.66,3.75,5.5,1.69,3.91,5.81,1.7,3.4,5.5,1.7,3.8,5.75
2.3,3.5,3.3,2.3,3.3,3,2.4,3.2,2.85,2.3,3.4,3.1,2.26,3.45,3.47,2.3,3.1,3.3,2.25,3.4,3.5
2.15,3.6,3.5,2.2,3.25,3.2,2.3,3.3,2.9,2.2,3.4,3.4,2.16,3.67,3.51,2.2,3,3.6,2.15,3.5,3.6
1.25,6.5,15,1.25,5.75,10.5,1.2,6,12.5,1.22,6.5,15,1.24,6.64,15.21,1.25,5,15,1.25,6.5,15
1.85,3.8,4.5,1.85,3.6,4,1.75,3.5,4.5,1.83,3.75,4.33,1.85,3.82,4.59,1.91,3,4.8,1.87,3.75,4.5
2.1,3.5,3.8,2.15,3.4,3.2,2.25,3.3,3,2.1,3.4,3.6,2.1,3.51,3.87,2.15,2.9,4,2.15,3.4,3.75
1.4,5.25,8.5,1.4,4.6,7.5,1.35,4.8,7.6,1.4,5,7.5,1.39,5.36,8.85,1.4,4.33,9,1.4,5,9
1.83,3.75,4.75,1.91,3.4,3.9,1.75,3.5,4.5,1.8,3.6,4.5,1.85,3.71,4.75,1.91,3.1,4.5,1.83,3.7,4.8
1.7,3.8,5.75,1.72,3.6,4.75,1.65,3.6,5.1,1.73,3.75,5,1.68,3.89,5.9,1.73,3.1,6,1.73,3.75,5.5
4.33,3.7,1.91,3.7,3.6,1.91,4.5,3.5,1.75,4.2,3.6,1.9,4.65,3.74,1.86,4.5,3,1.95,4.4,3.6,1.9
3.6,3.4,2.2,3.25,3.3,2.2,3.3,3.3,2.1,3.4,3.4,2.2,3.72,3.46,2.16,3.6,2.87,2.25,3.7,3.4,2.15
5.25,3.75,1.75,4.33,3.6,1.78,4.2,3.5,1.8,4.5,3.5,1.8,5.54,3.79,1.74,5,3.2,1.8,5.4,3.75,1.75
2.15,3.4,3.75,2.2,3.2,3.25,2.1,3.3,3.3,2.2,3.25,3.3,2.15,3.38,3.85,2.2,3.1,3.5,2.15,3.25,3.9
1.73,4,5,1.75,4,4.75,1.7,3.6,4.7,1.66,4,5,1.74,3.91,5.31,1.73,3.5,5,1.7,3.9,5.5
1.33,5.75,10,1.36,5.25,9.25,1.25,5.5,10.3,1.28,5.5,10,1.33,5.65,10.75,1.33,5,9,1.33,5.5,10.5
2.38,3.4,3.25,2.38,3.2,3,2.2,3.3,3.1,2.25,3.4,3.2,2.32,3.41,3.38,2.38,3.1,3.2,2.3,3.4,3.4
9,5,1.4,8,5,1.4,7.3,4.4,1.4,8,4.33,1.4,10.2,5.12,1.38,8,4.5,1.4,9.5,5,1.36
1.8,3.75,5,1.83,3.6,4.1,1.75,3.5,4.5,1.75,3.5,4.8,1.81,3.73,5.04,1.83,3.4,4.5,1.8,3.6,5.2
4.5,3.8,1.85,4.2,3.8,1.9,3.8,3.45,1.9,4.2,3.6,1.85,4.68,3.7,1.86,4.5,3.3,1.85,4.6,3.75,1.85
2.15,3.5,3.6,2.2,3.3,3.3,2.25,3.3,3,2.15,3.4,3.4,2.12,3.54,3.76,2.2,3.1,3.5,2.15,3.5,3.7
3.2,3.6,2.3,3.2,3.4,2.35,3.1,3.3,2.2,3.1,3.5,2.3,3.08,3.5,2.44,3.2,3,2.38,3.1,3.5,2.4
2.25,3.6,3.25,2.35,3.4,3.2,2.3,3.3,2.9,2.3,3.5,3.2,2.24,3.58,3.39,2.38,3,3.2,2.3,3.5,3.3
2.8,3.3,2.75,2.8,3.1,2.75,2.65,3.3,2.5,2.8,3.25,2.62,2.87,3.29,2.72,2.8,3,2.75,2.8,3.2,2.8
2.1,3.4,4,2.1,3.2,3.6,2,3.3,3.6,2.15,3.3,3.75,2.08,3.42,4.05,2.15,3.1,3.8,2.15,3.25,4
3.8,3.6,2.05,3.6,3.5,2.1,3.6,3.3,2,3.75,3.6,2.05,3.8,3.58,2.09,3.75,3.1,2.1,3.7,3.6,2.1
1.45,4.5,8.5,1.44,4.25,7.25,1.4,4.4,7.3,1.44,4.5,7.5,1.44,4.7,8.65,1.5,3.6,8,1.45,4.5,8
1.73,3.8,5.5,1.75,3.5,4.75,1.8,3.5,4.2,1.75,3.75,5,1.72,3.96,5.38,1.75,3.4,5,1.75,3.75,5.4
2.5,3.4,3,2.5,3.25,3,2.5,3.3,2.65,2.4,3.3,3,2.54,3.33,3.06,2.5,3,3,2.55,3.3,3
1.8,3.75,5,1.8,3.7,4.75,1.8,3.5,4.2,1.8,3.6,4.5,1.78,3.86,5.02,1.8,3.4,4.6,1.8,3.75,5
1.4,5,9,1.4,4.75,8.5,1.4,4.4,7.3,1.4,4.75,8,1.44,4.93,8.02,1.4,4.2,9,1.44,4.8,8
1.53,4.33,7,1.55,3.8,6,1.55,4,5.5,1.55,4,6,1.5,4.41,7.8,1.55,3.6,7,1.55,4,7
7.5,4.5,1.5,7,4.1,1.53,6.1,4,1.5,6,4.33,1.53,7.23,4.67,1.5,6.5,3.8,1.53,7,4.4,1.5
2.45,3.3,3.2,2.5,3.1,2.85,2.3,3.2,3,2.37,3.3,3.2,2.4,3.29,3.33,2.45,3.1,3.1,2.45,3.25,3.25
1.5,4.5,7.5,1.53,4.1,7,1.6,3.7,5.4,1.53,4.2,6.5,1.52,4.46,7.25,1.53,4,6,1.5,4.4,8
1.5,4.75,7,1.53,4.5,6,1.57,3.8,5.5,1.53,4.5,6,1.52,4.75,6.68,1.53,4,6,1.5,4.5,6.5
7,4.33,1.53,6.75,4,1.55,5.5,3.8,1.57,7,4,1.55,6.88,4.37,1.55,6.5,4,1.55,7,4.3,1.53
2.05,3.5,4,2.1,3.2,3.5,2.1,3.3,3.3,2.1,3.4,3.8,2.08,3.38,4.1,2.1,3.25,3.6,2.05,3.4,4
4,3.6,2,3.75,3.3,2,3.8,3.45,1.9,4,3.5,2,4.2,3.48,2.02,4,3.2,2,4.2,3.5,2
1.6,4.2,6,1.62,3.75,5.25,1.57,3.8,5.5,1.61,4,5.5,1.62,4.19,6.13,1.62,3.6,6,1.62,4.2,6
2.4,3.4,3.2,2.4,3.2,3.2,2.2,3.3,3.1,2.3,3.3,3.3,2.37,3.4,3.28,2.4,3.1,3.1,2.45,3.3,3.2
2.35,3.4,3.25,2.4,3.4,3,2.2,3.3,3.1,2.37,3.3,3.1,2.42,3.43,3.17,2.4,3.1,3.1,2.38,3.4,3.25
2.8,3.4,2.7,2.8,3.25,2.7,2.9,3.3,2.3,2.8,3.4,2.5,2.8,3.45,2.68,2.8,3.25,2.7,2.8,3.4,2.7
1.44,4.75,8,1.45,4.33,6.5,1.45,4,7,1.45,4.5,7,1.45,4.95,7.88,1.44,4,8,1.45,4.8,8
5.5,3.75,1.73,4.75,3.5,1.75,4.2,3.5,1.8,5,3.5,1.8,5.55,3.8,1.74,5,3.4,1.75,5.25,3.6,1.8
1.18,8,18,1.18,6.25,15.5,1.17,6.5,14,1.16,7.5,19,1.18,7.92,20.96,1.2,6,15,1.18,7.5,21
2.6,3.25,3,2.62,3.25,2.85,2.5,3.2,2.75,2.5,3.2,3,2.57,3.29,3.06,2.62,3,2.9,2.62,3.2,3
7,4.75,1.5,5.5,4.6,1.5,7,4,1.45,6.5,4.5,1.5,6.77,4.74,1.51,6,4.33,1.5,7,4.75,1.5
2.95,3.4,2.55,2.85,3.25,2.62,2.6,3.2,2.6,2.8,3.3,2.6,2.98,3.41,2.55,2.9,3,2.62,3,3.3,2.62
2.15,3.4,3.8,2.15,3.25,3.4,2.3,3.2,3,2.15,3.3,3.5,2.14,3.37,3.92,2.15,3.1,3.6,2.15,3.3,3.9
1.8,3.8,4.75,1.85,3.6,4.5,1.8,3.5,4.2,1.8,3.8,4.33,1.83,3.94,4.55,1.85,3.3,4.5,1.85,3.75,4.6
2.5,3.4,3,2.5,3.25,2.75,2.6,3.2,2.6,2.5,3.4,2.8,2.5,3.47,3.02,2.5,3,3,2.5,3.4,3
1.45,4.5,8.5,1.45,4.25,6.75,1.5,4,6.1,1.44,4.5,7.5,1.47,4.65,7.9,1.44,4,8,1.45,4.5,8.5
6.25,4,1.62,6,3.9,1.62,5.4,3.7,1.6,6,4,1.6,6.25,4.2,1.61,6,3.6,1.62,6.5,4,1.62
3.1,3.3,2.5,2.9,3.25,2.6,2.75,3.2,2.5,2.87,3.2,2.6,3.08,3.33,2.53,2.8,3.1,2.6,3.1,3.25,2.55
1.29,6,12,1.3,5.5,11,1.3,5,9,1.3,5.5,10,1.31,5.7,12.44,1.3,5,11,1.3,5.75,12
2.45,3.3,3.2,2.45,3.3,3,2.4,3.2,2.85,2.3,3.3,3.2,2.48,3.37,3.13,2.5,3.2,2.8,2.45,3.3,3.2
2.45,3.5,3,2.5,3.4,2.9,2.3,3.3,2.9,2.45,3.3,3,2.47,3.46,3.06,2.5,3.2,2.8,2.45,3.3,3.1
1.5,4.5,7.5,1.5,4.1,6.25,1.5,4,6.1,1.53,4.2,6.5,1.49,4.63,7.52,1.5,4,7,1.5,4.5,7.5
1.75,3.9,5,1.75,3.5,4.75,1.65,3.7,4.9,1.7,3.75,5.5,1.72,4.03,5.2,1.73,3.5,5,1.73,3.9,5.4
2.8,3.5,2.6,2.75,3.4,2.62,2.65,3.3,2.5,2.8,3.4,2.5,2.78,3.59,2.62,2.8,3.1,2.62,2.8,3.5,2.63
2.05,3.5,4,2.1,3.4,3.75,2,3.3,3.6,2,3.4,4,2.1,3.44,3.97,2.1,3.2,3.6,2.1,3.4,4
6.25,4,1.62,5.75,3.75,1.67,5,3.9,1.6,6,4,1.57,6.21,4.1,1.62,6,3.4,1.67,6.5,4,1.62
1.29,6,13,1.29,5.5,9.25,1.28,5.5,9,1.29,5.5,11,1.28,6.4,12.51,1.28,5,11,1.29,6,12
4.75,3.8,1.8,4.2,3.5,1.83,4,3.45,1.85,4.5,3.6,1.83,4.8,3.97,1.79,4.2,3.75,1.8,4.75,3.75,1.83
1.33,5.75,10,1.33,5,8.75,1.33,5,8,1.33,5.25,9,1.35,5.56,10.33,1.33,5,9,1.33,5.5,11
3.75,3.4,2.15,3.3,3.2,2.2,3.2,3.2,2.2,3.5,3.3,2.2,3.66,3.4,2.21,3.5,3.1,2.2,3.9,3.3,2.15
1.83,3.6,5,1.83,3.4,4.33,1.75,3.5,4.5,1.75,3.6,5,1.83,3.65,5.03,1.8,3.5,4.5,1.83,3.6,5
3.8,3.6,2.05,3.5,3.4,2.05,3.7,3.35,1.95,3.75,3.5,2.05,3.75,3.55,2.12,3.75,3.1,2.1,3.7,3.5,2.1
1.4,5,9,1.4,4.5,7.5,1.35,4.8,7.6,1.4,4.75,8,1.38,5.28,9.25,1.4,4.33,8,1.36,5,9.5
2.05,3.4,4.2,2.05,3.2,3.75,2,3.3,3.6,2.05,3.3,4,2.06,3.37,4.22,2.05,3.2,3.75,2.05,3.3,4.3
